Comment,Label,Comment_clean,Label_id
Thala only in Indian cinema looks like Hollywood hero  Semma stylish thalaa,NON_HATE,thala only in indian cinema looks like hollywood hero  semma stylish thalaa,0.0
padam vera level hit aagum nu solravanga hit like here,NON_HATE,padam vera level hit aagum nu solravanga hit like here,0.0
surya annavuku 10 m views varanu..plz yallaru parunga,NON_HATE,surya annavuku 10 m views varanu..plz yallaru parunga,0.0
Wow vera level thank u sankar sir,NON_HATE,wow vera level thank u sankar sir,0.0
Gommaala comments box la  intha likes pichai kekuravanga tholla thaaga mudila da saamy,HATE,gommaala comments box la  intha likes pichai kekuravanga tholla thaaga mudila da saamy,1.0
i just gave down vote :),HATE,i just gave down vote :),1.0
Mutharayar sarbaga padam vetri pera vazhthukkal ..kandippa namma ponnunga manasula pathiyura mari irukkum,NON_HATE,mutharayar sarbaga padam vetri pera vazhthukkal ..kandippa namma ponnunga manasula pathiyura mari irukkum,0.0
Enna trailer paa semaa ready to range,NON_HATE,enna trailer paa semaa ready to range,0.0
2K resulotion'ku nandri! Next make it 60 frame rate,NON_HATE,2k resulotion'ku nandri! next make it 60 frame rate,0.0
"Petta,viswasama underwear oda odda vida pogudu",HATE,"petta,viswasama underwear oda odda vida pogudu",1.0
ajith sir is no one in Tamil cinema Industry that's true avara thalanu kooppidadhinga ultimate star nu kooppudunga yevana paarthalum nee thala naan thalanu soldranunga romba kashtama konjam yosichu paarunga thalaivar ultimate star OK va rasigargaley,NON_HATE,ajith sir is no one in tamil cinema industry that's true avara thalanu kooppidadhinga ultimate star nu kooppudunga yevana paarthalum nee thala naan thalanu soldranunga romba kashtama konjam yosichu paarunga thalaivar ultimate star ok va rasigargaley,0.0
எனக்கு என்ன சொல்றது நு தெறியல.. Vfc டொ,NON_HATE,எனக்கு என்ன சொல்றது நு தெறியல.. vfc டொ,0.0
# #keyin  1⃣  2⃣  3⃣  4⃣  /  /  ⁉  Line  luvluv00,NON_HATE,# #keyin  1⃣  2⃣  3⃣  4⃣  /  /  ⁉  line  luvluv00,0.0
Marana waiting  theater la kette kaapra irukku,NON_HATE,marana waiting  theater la kette kaapra irukku,0.0
Ippa enna panna porom  padam paaka porom,NON_HATE,ippa enna panna porom  padam paaka porom,0.0
Whatever role it is Samuthira kani Annan pinniduvapla.. innum neraiya role nadinga anna,NON_HATE,whatever role it is samuthira kani annan pinniduvapla.. innum neraiya role nadinga anna,0.0
Ajay devgan sir best Jodi rakul preet de de pery de,NON_HATE,ajay devgan sir best jodi rakul preet de de pery de,0.0
🤣🤣Trailer ah da edu edho ad patha mari eruku boost ku batman bomma kadaikura mari,HATE,🤣🤣trailer ah da edu edho ad patha mari eruku boost ku batman bomma kadaikura mari,1.0
"Arjun Sarja ,All so Indian Assets",NON_HATE,"arjun sarja ,all so indian assets",0.0
Poittu vedlam Movie Like podungada Inga BAIRAVA Movie Ku Unlike poduringala Ungaluku Vekkama illa ithu  VIJAY kottài,HATE,poittu vedlam movie like podungada inga bairava movie ku unlike poduringala ungaluku vekkama illa ithu  vijay kottài,1.0
THALLAA AA AA AA AA AA,NON_HATE,thallaa aa aa aa aa aa,0.0
Thala ya  thaappa cmnt panuravanungalaam corn from kuchikaari movanungaa thaan,HATE,thala ya  thaappa cmnt panuravanungalaam corn from kuchikaari movanungaa thaan,1.0
தேவர் சமூதாயத்தை சேர்ந்த ஒருத்தர் தேவராட்டம் படம் எடுத்தப்பவே அந்த ஆட்டம் போட்டோம் இப்ப நம்ம ஆளு படம் எடுத்துருக்காரு சும்மா கேட்கவா வேணும்,NON_HATE,தேவர் சமூதாயத்தை சேர்ந்த ஒருத்தர் தேவராட்டம் படம் எடுத்தப்பவே அந்த ஆட்டம் போட்டோம் இப்ப நம்ம ஆளு படம் எடுத்துருக்காரு சும்மா கேட்கவா வேணும்,0.0
ARE  U  A  VIRGIN?,HATE,are  u  a  virgin?,1.0
Anirudh ji sirappana tharamana bgm ji🤙🤙,NON_HATE,anirudh ji sirappana tharamana bgm ji🤙🤙,0.0
"ரிச்சர்ட், நல்ல  re-entry. கதை நல்லா இருக்கும் போல இருக்கு.. நிச்சயம் theatar ல தான் போய் பார்க்கணும்",NON_HATE,"ரிச்சர்ட், நல்ல  re-entry. கதை நல்லா இருக்கும் போல இருக்கு.. நிச்சயம் theatar ல தான் போய் பார்க்கணும்",0.0
செஞ்சி தொகுதி வன்னியர் சங்கம் சார்பாக மனமார்ந்த நன்றியை தெரிவித்துக் கொள்கிறோம்..திரௌபதி,NON_HATE,செஞ்சி தொகுதி வன்னியர் சங்கம் சார்பாக மனமார்ந்த நன்றியை தெரிவித்துக் கொள்கிறோம்..திரௌபதி,0.0
இந்த படம் A centre audience ku,NON_HATE,இந்த படம் a centre audience ku,0.0
teaser sema Na..varala varalam vaa varalam vaa bairavaa..,NON_HATE,teaser sema na..varala varalam vaa varalam vaa bairavaa..,0.0
Mass..  sekarama padam release pannunga,NON_HATE,mass..  sekarama padam release pannunga,0.0
கிறுக்கு கூதிக்கு உண்மையிலேயே கண்ணு தெரியலையேன்னு பார்த்த.படத்துல கூட கண்ணு தெரியலா,HATE,கிறுக்கு கூதிக்கு உண்மையிலேயே கண்ணு தெரியலையேன்னு பார்த்த.படத்துல கூட கண்ணு தெரியலா,1.0
Has  passed vivegam teaser likes,NON_HATE,has  passed vivegam teaser likes,0.0
Ennada nerkonda parvai mathiri iruku bgm agree,HATE,ennada nerkonda parvai mathiri iruku bgm agree,1.0
rakul prett singh ku aga etha padam pakanum,NON_HATE,rakul prett singh ku aga etha padam pakanum,0.0
Al Vijay in சரியான பழி வாங்கல்,HATE,al vijay in சரியான பழி வாங்கல்,1.0
"Manju warrier uh adhu , na kuda Anushka nu nenachen",NON_HATE,"manju warrier uh adhu , na kuda anushka nu nenachen",0.0
Anna neinga vara lavel kids yalariyum atrack pandrainga.enum neinga nariya movie la yangala atrack pananum,HATE,anna neinga vara lavel kids yalariyum atrack pandrainga.enum neinga nariya movie la yangala atrack pananum,1.0
Rajini poi thokula thoku itha Veda yaru Una kevala padutha mudiyathu sama kalai,HATE,rajini poi thokula thoku itha veda yaru una kevala padutha mudiyathu sama kalai,1.0
திண்டிவனம் தொகுதி படையாச்சி வீரவன்னியர்  டைரக்டர் எங்கள் ஊர் பகுதியை சார்ந்தவர் Endiur g.Mohan,NON_HATE,திண்டிவனம் தொகுதி படையாச்சி வீரவன்னியர்  டைரக்டர் எங்கள் ஊர் பகுதியை சார்ந்தவர் endiur g.mohan,0.0
Dai thala paathi fans ungaluku vera vela illaye da.. Full ah utube la than irupingala?? Poi padikura velaya parunga da.. Summa thalapathy fan nu,NON_HATE,dai thala paathi fans ungaluku vera vela illaye da.. full ah utube la than irupingala?? poi padikura velaya parunga da.. summa thalapathy fan nu,0.0
Ennada padam edukkuringaa..  thuff padam nalla tha sollitharanum..  aliyarthukku valikkuringaa..  mannu ponnu ungallukku mattumaa??  Ninga yaru nanga yarudaa??  Ellarum manushan thanadaa..  ningathanda ippo jathi verubadu pakkuringa,NON_HATE,ennada padam edukkuringaa..  thuff padam nalla tha sollitharanum..  aliyarthukku valikkuringaa..  mannu ponnu ungallukku mattumaa??  ninga yaru nanga yarudaa??  ellarum manushan thanadaa..  ningathanda ippo jathi verubadu pakkuringa,0.0
Twitter pathutu nera inga vanthavangala like my comment,NON_HATE,twitter pathutu nera inga vanthavangala like my comment,0.0
August 8 aamaiyans aluga poranga  🤣,HATE,august 8 aamaiyans aluga poranga  🤣,1.0
therikuthu teaser Surya anna mass nu solravanga like..,NON_HATE,therikuthu teaser surya anna mass nu solravanga like..,0.0
Trailer la pagal time ee kanom?,HATE,trailer la pagal time ee kanom?,1.0
Poradrathu thappuna poradra nilai uravakrathum thappu thaana,HATE,poradrathu thappuna poradra nilai uravakrathum thappu thaana,1.0
Oruthar mela neenga viswasam kata.. Inoruthara neenga asinga paduthuringa.. Deep,NON_HATE,oruthar mela neenga viswasam kata.. inoruthara neenga asinga paduthuringa.. deep,0.0
திரௌபதி டிரெய்லர் பாத்து எரியுதோ இல்லையோ இங்க இருக்க கமென்ட்..ah பாத்தே கலங்குறானுக.. பா  வாழ்த்துக்கள் திரௌபதி team,NON_HATE,திரௌபதி டிரெய்லர் பாத்து எரியுதோ இல்லையோ இங்க இருக்க கமென்ட்..ah பாத்தே கலங்குறானுக.. பா  வாழ்த்துக்கள் திரௌபதி team,0.0
Ha..ha..Ha..ha..thalapthy ya minja yevanum illa..We r waiting only 63..,NON_HATE,ha..ha..ha..ha..thalapthy ya minja yevanum illa..we r waiting only 63..,0.0
i like vijay but i dont like keerthy suresh  she is waste nadikave therla,HATE,i like vijay but i dont like keerthy suresh  she is waste nadikave therla,1.0
Muttal pasankala 2021 election athula jeikanum dmk sandapottu sakunkala parayarum vanniyarum. Thiruntha maattinkalada,NON_HATE,muttal pasankala 2021 election athula jeikanum dmk sandapottu sakunkala parayarum vanniyarum. thiruntha maattinkalada,0.0
என்ன ஜி படம் ஷங்கர் சார் range la எடுகிறீங்களa்..நானும் தீபாவளி கு வரும் கிறிஸ்துமஸ் கு வரும் நியூ year கு வரும் னு எதிர் பார்த்தேன் ..கடைசில பொங்கல் கூட வந்திருச்சு இன்னும் trailer வைச்சு எத்தனை நாள் தான் வோடவிங்க..santanam சார் எங்க இருக்கீங்க..ட்ரைலர் 50 தடவ paartuten,HATE,என்ன ஜி படம் ஷங்கர் சார் range la எடுகிறீங்களa்..நானும் தீபாவளி கு வரும் கிறிஸ்துமஸ் கு வரும் நியூ year கு வரும் னு எதிர் பார்த்தேன் ..கடைசில பொங்கல் கூட வந்திருச்சு இன்னும் trailer வைச்சு எத்தனை நாள் தான் வோடவிங்க..santanam சார் எங்க இருக்கீங்க..ட்ரைலர் 50 தடவ paartuten,1.0
Srivai kundam maravargall saarbaga vazlthukall,NON_HATE,srivai kundam maravargall saarbaga vazlthukall,0.0
Phone use panra ovvoruthanum kola kaarunungathan..,HATE,phone use panra ovvoruthanum kola kaarunungathan..,1.0
Vera level jeyam ravi,NON_HATE,vera level jeyam ravi,0.0
இஸ்லாமிய சமூகம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்!!,NON_HATE,இஸ்லாமிய சமூகம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்!!,0.0
Therika vittutaaru engal thala.intha wig mandaiyan fans ellam konjam sootha mooduna nalla irukum.otha gaandula pesathinga.hollywood range la iruku enga thalayin vivegam trailer,HATE,therika vittutaaru engal thala.intha wig mandaiyan fans ellam konjam sootha mooduna nalla irukum.otha gaandula pesathinga.hollywood range la iruku enga thalayin vivegam trailer,1.0
vera level ..masuu ahh irkum ..,NON_HATE,vera level ..masuu ahh irkum ..,0.0
ப.ரஞ்சித் எங்கே போனார். படத்தை வெற்றியடைய. வேண்டும்.நமக்காக மோகன்.G படம் எடுத்துள்ளார்.திரொபதி. வந்து கொண்டு இருக்கிறாள்,NON_HATE,ப.ரஞ்சித் எங்கே போனார். படத்தை வெற்றியடைய. வேண்டும்.நமக்காக மோகன்.g படம் எடுத்துள்ளார்.திரொபதி. வந்து கொண்டு இருக்கிறாள்,0.0
Ajith mental fans oru logic kuda kandu pudikka  therila neengalam mental and katharal thirupi thirupi nirubikiringada emotional la aathiku 🤣🤣 1:crying 2:angry Ithu avanuku vantha siriputha emotional solraanga atha kooda therila mental Aamai fans Da neenga Ana emotional la neenga mental thaanda🤣🤣,HATE,ajith mental fans oru logic kuda kandu pudikka  therila neengalam mental and katharal thirupi thirupi nirubikiringada emotional la aathiku 🤣🤣 1:crying 2:angry ithu avanuku vantha siriputha emotional solraanga atha kooda therila mental aamai fans da neenga ana emotional la neenga mental thaanda🤣🤣,1.0
Innum evlo varusam daan idey concept tamil cinema le varumo,HATE,innum evlo varusam daan idey concept tamil cinema le varumo,1.0
1:19 yov TEEJAY nee inga enna yaa panra,NON_HATE,1:19 yov teejay nee inga enna yaa panra,0.0
Mysskin oda Psuchothanam eea oru maadhuri aa irukkum . Idh psycho padam,NON_HATE,mysskin oda psuchothanam eea oru maadhuri aa irukkum . idh psycho padam,0.0
Thala vazhuga  Thala rasigargal valarga  Lovee u thala AK,NON_HATE,thala vazhuga  thala rasigargal valarga  lovee u thala ak,0.0
Climax Dialogue ku Theatres ellam Therika Pogudhu,NON_HATE,climax dialogue ku theatres ellam therika pogudhu,0.0
Marvel fans saabam onaya summa vidadhu da.,HATE,marvel fans saabam onaya summa vidadhu da.,1.0
நெல்லை விஸ்வகர்மா (ஆச்சாரி) சமுதாய சார்பாக வாழ்த்துகள்🤩,NON_HATE,நெல்லை விஸ்வகர்மா (ஆச்சாரி) சமுதாய சார்பாக வாழ்த்துகள்🤩,0.0
Die hard fan of SURIYA,NON_HATE,die hard fan of suriya,0.0
"Padipai mattrumdan evanaliyum eduthukola mudiyad Nalla vasanam ,asuran aalapogiran all the best for the teem",NON_HATE,"padipai mattrumdan evanaliyum eduthukola mudiyad nalla vasanam ,asuran aalapogiran all the best for the teem",0.0
Music summa adhirudhu ar rahman na sumava,NON_HATE,music summa adhirudhu ar rahman na sumava,0.0
Yaara Emathiringa idhu 96 :D:D:D:D Ultimate da,HATE,yaara emathiringa idhu 96 :d:d:d:d ultimate da,1.0
"படம் மட்டுமல்ல ,படத்தை எடுத்த நீங்களும் ஹீரோ தான். திருப்பூர் கொங்கு சார்பில் எங்கள் அனைத்து ஆதரவையும் தருவோம்..",NON_HATE,"படம் மட்டுமல்ல ,படத்தை எடுத்த நீங்களும் ஹீரோ தான். திருப்பூர் கொங்கு சார்பில் எங்கள் அனைத்து ஆதரவையும் தருவோம்..",0.0
Fight scenelaam telugu padam madhiri irukku,NON_HATE,fight scenelaam telugu padam madhiri irukku,0.0
va va thala neetha thala mass yappovum,NON_HATE,va va thala neetha thala mass yappovum,0.0
Super super trailer na ipdi than irukanum 2 minutes aagiyum katha ennanu theriyala,NON_HATE,super super trailer na ipdi than irukanum 2 minutes aagiyum katha ennanu theriyala,0.0
Ennaya thumbnail ah paartha Mirchi Siva mathiri irukku..,HATE,ennaya thumbnail ah paartha mirchi siva mathiri irukku..,1.0
1m likes varuma  hit here..,NON_HATE,1m likes varuma  hit here..,0.0
KK na yaaru? Kamal and Kenny,HATE,kk na yaaru? kamal and kenny,1.0
1:30 rakul preet singha fight podradhu,NON_HATE,1:30 rakul preet singha fight podradhu,0.0
Mass good work  keep on rocking SUPERSTAR 2.0,NON_HATE,mass good work  keep on rocking superstar 2.0,0.0
Sema movie I am waiting,NON_HATE,sema movie i am waiting,0.0
Mokka pundaiyaatum irukku teaser..floppu daa umbigala.,HATE,mokka pundaiyaatum irukku teaser..floppu daa umbigala.,1.0
Ticket kadaikulakadavule adhukulla chennai theatre la fill achi vera vali illa local theatre la try pannanum  che na surya sir oda veri pudicha payitiyam ennaku ticket kadaikala god plz hlp me,NON_HATE,ticket kadaikulakadavule adhukulla chennai theatre la fill achi vera vali illa local theatre la try pannanum  che na surya sir oda veri pudicha payitiyam ennaku ticket kadaikala god plz hlp me,0.0
IAM KERALA KANDIPPA HIT AAKUM.  SURIYA FAN,NON_HATE,iam kerala kandippa hit aakum.  suriya fan,0.0
After making video of Super Star avatars.. Anyone..,NON_HATE,after making video of super star avatars.. anyone..,0.0
Arun vijay and str bgm mass,NON_HATE,arun vijay and str bgm mass,0.0
4 months akiduchu likes 844k bigil 4 hours la 1 million likes,HATE,4 months akiduchu likes 844k bigil 4 hours la 1 million likes,1.0
Makkal selvan VIJAY SETHUPATHI SEMMA GETHU,NON_HATE,makkal selvan vijay sethupathi semma gethu,0.0
Final Touch Sema pa ..Superstar Bangam,HATE,final touch sema pa ..superstar bangam,1.0
#Thala &#yuvan name pathathum goosepumb aanavanga like podunga,NON_HATE,#thala &#yuvan name pathathum goosepumb aanavanga like podunga,0.0
Waiting for Thalaivar in darbar pongal,NON_HATE,waiting for thalaivar in darbar pongal,0.0
Vjs must be that palaya nanban,NON_HATE,vjs must be that palaya nanban,0.0
5 hoursku Munnadi announcement panni endha oru promotion illama trailer release aairuku,NON_HATE,5 hoursku munnadi announcement panni endha oru promotion illama trailer release aairuku,0.0
samma mokka trailer and am not a vijay fan,HATE,samma mokka trailer and am not a vijay fan,1.0
மாவீரர் மருதநாயகம் பிள்ளை பேரவை சார்பாகவும் ஒட்டுமொத்த வெள்ளாளர் வேளாளர் மக்கள் சார்பாக வணக்கம்,NON_HATE,மாவீரர் மருதநாயகம் பிள்ளை பேரவை சார்பாகவும் ஒட்டுமொத்த வெள்ளாளர் வேளாளர் மக்கள் சார்பாக வணக்கம்,0.0
thaliavaa #STR anna..pakka mass na nichance eh illa..semma,NON_HATE,thaliavaa #str anna..pakka mass na nichance eh illa..semma,0.0
கோயம்புத்தூர் தீரன் இளைஞர் படை சார்பாக படம் மாபெரும் வெற்றி🤝 பெற வாழ்த்துக்கள்ங்க.,NON_HATE,கோயம்புத்தூர் தீரன் இளைஞர் படை சார்பாக படம் மாபெரும் வெற்றி🤝 பெற வாழ்த்துக்கள்ங்க.,0.0
ஏதோ ஒரு சம்பவம் இருக்கு.. அது மட்டும் நல்லா தெரியுது..,NON_HATE,ஏதோ ஒரு சம்பவம் இருக்கு.. அது மட்டும் நல்லா தெரியுது..,0.0
ORUTHAR MELA IRUKURA VISVASATHUKAGA INORUTHARA EN ASINGA PDUTHURENGA..THALA THALAPATHI  FANS GAVANATHIRKU..,NON_HATE,oruthar mela irukura visvasathukaga inoruthara en asinga pduthurenga..thala thalapathi  fans gavanathirku..,0.0
NGK movie ku FDFS poravanga like  podunga,NON_HATE,ngk movie ku fdfs poravanga like  podunga,0.0
"Enaku Oru request Anna ithayum unga movie la konjam add pannunga..entha Oru government exam irundhalum avangaluku exam fees free.. And college seat kooda padachavanuku kedaikala mark kammiya irukuravanuku kedaikathu and scholarship avangaluku athikam matra caste ku kammii..so governmentey caste irukunu sollum pothu .. Apa nanga ethuku marakanum caste ahh.. School , college ellathulayum caste pathu tha scholarship, seat kudukuringa and government velai tharinga.. So itha 1st neenga ozichi thallunga.. Aprm nanga caste illanu soldram",NON_HATE,"enaku oru request anna ithayum unga movie la konjam add pannunga..entha oru government exam irundhalum avangaluku exam fees free.. and college seat kooda padachavanuku kedaikala mark kammiya irukuravanuku kedaikathu and scholarship avangaluku athikam matra caste ku kammii..so governmentey caste irukunu sollum pothu .. apa nanga ethuku marakanum caste ahh.. school , college ellathulayum caste pathu tha scholarship, seat kudukuringa and government velai tharinga.. so itha 1st neenga ozichi thallunga.. aprm nanga caste illanu soldram",0.0
marana mass na ithu matum than..love uu thalaiva..sema diwali treat..,NON_HATE,marana mass na ithu matum than..love uu thalaiva..sema diwali treat..,0.0
thala na mass sama look thala i love u thala  24 th un tharisanthuku nangalam waiting  marana mass triller,NON_HATE,thala na mass sama look thala i love u thala  24 th un tharisanthuku nangalam waiting  marana mass triller,0.0
கொண்டையன் கோட்டை மறவர் சார்பாக வாழ்த்துக்கள்.. இவள் திருநெல்வேலி மறத்தி,NON_HATE,கொண்டையன் கோட்டை மறவர் சார்பாக வாழ்த்துக்கள்.. இவள் திருநெல்வேலி மறத்தி,0.0
Our Lady Super Star  Manju Warrier,NON_HATE,our lady super star  manju warrier,0.0
Feel good movie after 96,NON_HATE,feel good movie after 96,0.0
But ore oru varutham ennana Sunday release pannirukkalam yesterday aavathu announcement pannirukkalam,NON_HATE,but ore oru varutham ennana sunday release pannirukkalam yesterday aavathu announcement pannirukkalam,0.0
Wonderful movie. Karthi Vera level..keep rocking,NON_HATE,wonderful movie. karthi vera level..keep rocking,0.0
kangana you are so talented,NON_HATE,kangana you are so talented,0.0
"பாஸ் நான் முதலியார்,, But  இருந்தாலும் இந்தப்படம் கண்டிப்பா பட்டி தொட்டி எல்லாம் பட்டைய்ய கெளப்பனும். இயக்குனருக்கு நல்வாழ்த்துக்கள் ..",NON_HATE,"பாஸ் நான் முதலியார்,, but  இருந்தாலும் இந்தப்படம் கண்டிப்பா பட்டி தொட்டி எல்லாம் பட்டைய்ய கெளப்பனும். இயக்குனருக்கு நல்வாழ்த்துக்கள் ..",0.0
Oruthar mela neenga viswasatha katrathu kaga inooruthara enn aseenga padutheerenga..,NON_HATE,oruthar mela neenga viswasatha katrathu kaga inooruthara enn aseenga padutheerenga..,0.0
evan enna sonalum THALAPATHY AWESOME #BAIRAVAAH,NON_HATE,evan enna sonalum thalapathy awesome #bairavaah,0.0
Nalla iruku bt neeraya padathuda copy irukum pola ok nicc  ena illatium vijay sethupathi ka a paakkalam,NON_HATE,nalla iruku bt neeraya padathuda copy irukum pola ok nicc  ena illatium vijay sethupathi ka a paakkalam,0.0
உண்மையை சொல்வதற்கு தனி தைரியம் வேண்டும் திரௌபதி அதை மிகவும் அருமையாக எடுத்துரைக்கிறார் படம் வெற்றி பெற வாழ்த்துக்கள் அண்ணா,NON_HATE,உண்மையை சொல்வதற்கு தனி தைரியம் வேண்டும் திரௌபதி அதை மிகவும் அருமையாக எடுத்துரைக்கிறார் படம் வெற்றி பெற வாழ்த்துக்கள் அண்ணா,0.0
Mokka trailer nkp  Paru daa bigilayaàaa,HATE,mokka trailer nkp  paru daa bigilayaàaa,1.0
Tala Ajith Big fan From Karnataka,NON_HATE,tala ajith big fan from karnataka,0.0
selam veera vanniya sarbaga valthukkal,NON_HATE,selam veera vanniya sarbaga valthukkal,0.0
supper anna nice 100 like anna,NON_HATE,supper anna nice 100 like anna,0.0
"Really appreciating. This is awareness movie. Don't project as Jadhi movie. Yen idhuku munadi jadhi peru endha film laum vandhadhilaya? Vandhutanga, Kodi thookitu, Jadhi Veri pidichavanga than Kodi thookitu sutharavanga. Jadhi eruku, erukum. Samathuvam valaranum. Nadaga kadhal awareness varanum. Nadaga kadhal oliyanum.  Thanks for this movie and all the best.",NON_HATE,"really appreciating. this is awareness movie. don't project as jadhi movie. yen idhuku munadi jadhi peru endha film laum vandhadhilaya? vandhutanga, kodi thookitu, jadhi veri pidichavanga than kodi thookitu sutharavanga. jadhi eruku, erukum. samathuvam valaranum. nadaga kadhal awareness varanum. nadaga kadhal oliyanum.  thanks for this movie and all the best.",0.0
#3on Trending make it no 1again,NON_HATE,#3on trending make it no 1again,0.0
andrala nama tamil peoples ah thappa pesunavan thana chai .. apave ivan mela mariyathai pochi..,HATE,andrala nama tamil peoples ah thappa pesunavan thana chai .. apave ivan mela mariyathai pochi..,1.0
Yarellam music kaga mattum trailer ah repeated ah pakuringa 🤩,NON_HATE,yarellam music kaga mattum trailer ah repeated ah pakuringa 🤩,0.0
மத்திய அரசு உன் இடஒதுக்கீடுல ஆப்பு வைக்கிறான் அதை பத்தி பேசாம இப்டி கேவலமா படம் எடுக்குறீயே தப்பு இல்ல..? . . அக்னி குஞ்சு : தப்பே இல்ல.. முந்திரி தோப்புல சாராயம் காய்ச்சி பொழச்சிக்கலாம் னு எங்கய்யா சொல்லி இருக்காப்ல. டிக்டாக்ல ஜாதி பெருமை பேசி மாஸ காட்றதுல தான் நம்ப குல பெருமை இருக்குது னு சொல்லியிருக்காப்ல.,NON_HATE,மத்திய அரசு உன் இடஒதுக்கீடுல ஆப்பு வைக்கிறான் அதை பத்தி பேசாம இப்டி கேவலமா படம் எடுக்குறீயே தப்பு இல்ல..? . . அக்னி குஞ்சு : தப்பே இல்ல.. முந்திரி தோப்புல சாராயம் காய்ச்சி பொழச்சிக்கலாம் னு எங்கய்யா சொல்லி இருக்காப்ல. டிக்டாக்ல ஜாதி பெருமை பேசி மாஸ காட்றதுல தான் நம்ப குல பெருமை இருக்குது னு சொல்லியிருக்காப்ல.,0.0
0:45 Vivek unaku ennapa sivakarthikeyan padathula yellam nadikura,HATE,0:45 vivek unaku ennapa sivakarthikeyan padathula yellam nadikura,1.0
Dislike Panra DoG ellam Yaru ?? Any Guess?!,NON_HATE,dislike panra dog ellam yaru ?? any guess?!,0.0
Surya anna semma anna kandippa entha padam 500 crorrs thodum 🤣 surya fans ellam like pannunga,NON_HATE,surya anna semma anna kandippa entha padam 500 crorrs thodum 🤣 surya fans ellam like pannunga,0.0
annan ara mon .. Deivame minnichekane,NON_HATE,annan ara mon .. deivame minnichekane,0.0
That main villain look like arjun sir,NON_HATE,that main villain look like arjun sir,0.0
வசனங்கள் படு கூர்மை. திரை அரங்குகளில் அனல் பறக்கும்,NON_HATE,வசனங்கள் படு கூர்மை. திரை அரங்குகளில் அனல் பறக்கும்,0.0
Tharamana sambavam irukku Vera level trailer  by Thalapathy Veriyan,NON_HATE,tharamana sambavam irukku vera level trailer  by thalapathy veriyan,0.0
ரஜினி என்ன பேசினாலும் அதை திரித்து பேசி ஆதாயம் தேட சிலர் முயல்கிறார்கள்.அதில் இதுவும் ஒன்று.,HATE,ரஜினி என்ன பேசினாலும் அதை திரித்து பேசி ஆதாயம் தேட சிலர் முயல்கிறார்கள்.அதில் இதுவும் ஒன்று.,1.0
முழு படத்தை திரையில் காண ஆவலாய் உள்ளேன்,NON_HATE,முழு படத்தை திரையில் காண ஆவலாய் உள்ளேன்,0.0
"1:46 - 1:47, padam paathavangaluku mattum thaan theiryum evlo goosebumps aana scene athu nu! Tharamaana padam",NON_HATE,"1:46 - 1:47, padam paathavangaluku mattum thaan theiryum evlo goosebumps aana scene athu nu! tharamaana padam",0.0
After Kaappaan Suntv Sirappu nigalchi?,NON_HATE,after kaappaan suntv sirappu nigalchi?,0.0
Kela bekka short film ah apdiye copy adichitingalae da,HATE,kela bekka short film ah apdiye copy adichitingalae da,1.0
Thala nerkonda paarvai tariler vara level sollaravaga like poduga,NON_HATE,thala nerkonda paarvai tariler vara level sollaravaga like poduga,0.0
2.12 sec chance eh illa sema mass,NON_HATE,2.12 sec chance eh illa sema mass,0.0
As a vijay fan trailer mass iruku kandipa movie mass irukum adula doubt la story yum semaya iruntha kandipa movir hit,NON_HATE,as a vijay fan trailer mass iruku kandipa movie mass irukum adula doubt la story yum semaya iruntha kandipa movir hit,0.0
Eppadi neraya neraya neraya neraya.. Thala acting Vera level.. 🤩🤩,NON_HATE,eppadi neraya neraya neraya neraya.. thala acting vera level.. 🤩🤩,0.0
Vera level nadipinnayagan avaru kanu kota nadakuthu paa NGK mass laapam maadu maranam,NON_HATE,vera level nadipinnayagan avaru kanu kota nadakuthu paa ngk mass laapam maadu maranam,0.0
Akshay Kumar ku pathila selfie SIVAKUMAR aa potrukalam character perfect a suit aagum.,HATE,akshay kumar ku pathila selfie sivakumar aa potrukalam character perfect a suit aagum.,1.0
Superstar a mock Panna nala ippo Enna problem..avarau political career a dhana kindal pannaga ..actinga illaye.. ..udane vanthutanga dislike podrathuku..trailer rockzz,HATE,superstar a mock panna nala ippo enna problem..avarau political career a dhana kindal pannaga ..actinga illaye.. ..udane vanthutanga dislike podrathuku..trailer rockzz,1.0
Hit like if you are தல bhakthan,NON_HATE,hit like if you are தல bhakthan,0.0
Vijay anna real hero vijay Anna smieling killer,NON_HATE,vijay anna real hero vijay anna smieling killer,0.0
Adhan adi padai arasiyal matram #NTK,NON_HATE,adhan adi padai arasiyal matram #ntk,0.0
His getup is looking like jaguar movie hero getup ( mask and body language ),HATE,his getup is looking like jaguar movie hero getup ( mask and body language ),1.0
அசுரனை அழிக்க.. வரால்.. #திரௌபதி . படம் வெற்றி பெற வாழ்த்துக்கள் அண்ணா,NON_HATE,அசுரனை அழிக்க.. வரால்.. #திரௌபதி . படம் வெற்றி பெற வாழ்த்துக்கள் அண்ணா,0.0
super star is superb..Rajni sir you are great..,NON_HATE,super star is superb..rajni sir you are great..,0.0
1 year punadi intha trailer veliyanuchi inu intha padam veliyavale eppa pa intha padam realese avom,HATE,1 year punadi intha trailer veliyanuchi inu intha padam veliyavale eppa pa intha padam realese avom,1.0
